trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
63;15;2;2;2;66;84.15173826;16;0;0
64;15;2;2.321928095;3;55;82.25150909;16;0;0
65;15;6;1;3;55;82.85708311;16;0;0
66;16;0;0;3;57;77.68788386;16;0;0
67;16;0;0;3;59;77.12869598;16;0;0
68;16;0;0;5;53;75.49773165;15;5;1.584962501
69;15;3;1.584962501;5;53;71.74455113;14;10;2
70;16;0;0;5;52;72.14621668;14;10;2
71;15;2;1;4;52;74.56962344;15;5;1
72;16;0;0;4;48;71.5190715;16;0;0
73;16;0;0;5;48;70.50295616;16;0;0
74;16;0;0;5;54;66.92668408;16;0;0
75;16;0;0;5;52;64.41874641;16;0;0
76;16;0;0;5;47;63.93216204;16;0;0
77;16;0;0;4;53;63.47531149;16;0;0
78;16;0;0;5;48;61.9617123;16;0;0
79;16;0;0;5;49;63.68838965;16;0;0
80;16;0;0;5;48;61.326704;16;0;0
81;16;0;0;6;47;59.84144374;16;0;0
82;16;0;0;5;56;57.57949535;16;0;0
83;16;0;0;6;51;55.4604867;16;0;0
84;16;0;0;7;44;53.09509485;16;0;0
85;16;0;0;6;48;49.33799244;16;0;0
86;16;0;0;7;40;48.8985698;16;0;0
87;16;0;0;7;36;47.75165993;16;0;0
88;16;0;0;7;33;48.24669504;16;0;0
89;16;0;0;7;31;47.31246782;16;0;0
90;16;0;0;7;30;46.65616878;16;0;0
91;16;0;0;7;33;41.71476064;16;0;0
92;16;0;0;8;29;38.58120239;16;0;0
93;16;0;0;9;24;33.40931143;16;0;0
94;16;0;0;7;31;31.74787629;16;0;0
95;16;0;0;9;27;32.1876824;16;0;0
96;16;0;0;8;30;30.56355777;16;0;0
97;16;0;0;8;30;29.76334076;16;0;0
98;16;0;0;9;28;29.14594259;16;0;0
99;16;0;0;9;27;28.33903319;16;0;0
100;16;0;0;9;25;24.7280178;16;0;0
101;16;0;0;12;14;18.5045591;16;0;0
102;16;0;0;12;17;16.64453229;16;0;0
103;16;0;0;13;11;15.6522568;16;0;0
104;16;0;0;13;11;13.77848786;16;0;0
105;16;0;0;13;14;11.20151134;16;0;0
106;16;0;0;13;14;10.31174832;16;0;0
107;16;0;0;13;14;10.5574637;16;0;0
108;16;0;0;13;11;13.6103328;16;0;0
109;16;0;0;12;18;11.11958962;16;0;0
110;16;0;0;13;14;9.681238412;16;0;0
111;16;0;0;14;11;8.317412614;16;0;0
112;16;0;0;14;11;8.317412614;16;0;0
113;16;0;0;13;14;7.965784285;16;0;0
114;16;0;0;14;11;8.86727874;16;0;0
115;16;0;0;14;11;7.459431619;16;0;0
116;16;0;0;14;11;6.894817763;16;0;0
117;16;0;0;14;11;6.714245518;16;0;0
118;16;0;0;14;11;7.971543554;16;0;0
119;16;0;0;14;11;6.845490051;16;0;0
120;16;0;0;15;6;4.321928095;16;0;0
121;16;0;0;15;6;3;16;0;0
122;16;0;0;15;6;3;16;0;0
123;16;0;0;15;6;3;16;0;0
124;16;0;0;15;6;3.459431619;16;0;0
125;16;0;0;15;6;1.584962501;16;0;0
126;16;0;0;15;6;1.584962501;16;0;0
127;16;0;0;15;6;1.584962501;16;0;0
128;16;0;0;15;6;1;16;0;0
129;16;0;0;15;6;1;16;0;0
130;16;0;0;15;6;1;16;0;0
131;16;0;0;15;6;1;16;0;0
132;16;0;0;15;6;1;16;0;0
133;16;0;0;15;6;1;16;0;0
134;16;0;0;14;9;2;16;0;0
